,Année,Clé,Danceabilité,Durée,Energie,Fin du fondu,Fondu de fin,Intensité,Mode,Nom Album,Popularité,Signature Temporelle,Tempo,nom artiste,nom chanson
12,0,9,0.0,226.35057,0.0,0.0,221.553,-6.632,1,b'Placer & Castigo',0.3794821702804675,4,130.04,b'Andy Andy',b'La Culpa'
13,0,10,0.0,191.84281,0.0,0.38,188.424,-7.75,0,b'Arrivederci',0.25193652476242323,1,137.334,b'Bob Azzam',b'Auguri Cha Cha'
14,1986,3,0.0,307.3824,0.0,0.612,296.658,-8.346,1,b'Dancing On The Ceiling',0.5530719914619753,3,125.197,b'Lionel Richie',b'Tonight Will Be Alright'
15,1987,7,0.0,491.12771,0.0,0.0,486.034,-8.576,1,b'Outskirts',0.4479354804795022,4,119.826,b'Blue Rodeo',b'Floating'
16,0,8,0.0,228.5971,0.0,0.223,217.426,-16.11,1,b'Cross Currents',0.33080635685585685,5,127.756,b'Richard Souther',b'High Tide'
17,0,6,0.0,599.24853,0.0,1.193,591.999,-8.032,1,b'Panjtan Ka Ghulam',0.30667609347902947,4,99.273,b'Faiz Ali Faiz',b'Sohna Nee Sohna Data'
18,2004,7,0.0,290.29832,0.0,0.145,285.605,-5.271,1,b'Gold',0.5134632897021558,4,150.062,b'Tesla',b'Caught In A Dream'
19,0,7,0.0,165.69424,0.0,0.162,157.391,-6.787,1,b'Whatever Happened To Boredom?',0.0,4,138.331,b'lextrical',b'Synthetic Dream'
20,0,1,0.0,151.84934,0.0,2.827,146.199,-15.221,1,b'1942-1952 Jimmy Wakely',0.29153972708877773,3,86.186,b'Jimmy Wakely',b'Broken-Down Merry-Go-Round'
21,0,11,0.0,220.78649,0.0,0.206,207.656,-8.514,1,b'All The Good Times',0.3285530150180186,1,110.382,b'Alice Stuart',b'Kassie Jones'
22,0,2,0.0,269.58322,0.0,0.0,256.168,-8.05,1,b'Un cafe_ setanta matins',0.37825468551016656,4,111.874,b'Elena',b'Setanta matins'
23,2004,7,0.0,207.77751,0.0,0.061,204.696,-4.264,1,b'Miss Machine',0.5418889720336469,4,166.862,b'The Dillinger Escape Plan',b'Setting Fire to Sleeping Giants'
24,1985,10,0.0,124.86485,0.0,0.0,115.74,-12.332,1,b'Sue Thompson - Her Very Best',0.3062422642462862,4,137.522,b'SUE THOMPSON',b'James (Hold The Ladder Steady)'
25,0,7,0.0,225.09669,0.0,0.0,225.097,-5.908,1,b'Live',0.3636513650591166,1,164.672,b'Five Bolt Main',b'Made Like This (Live)'
26,0,6,0.0,338.31138,0.0,0.0,338.311,-6.486,0,b'Strictly Confidential',0.42270564102939107,4,125.006,b'Clp',b'Superconfidential'
27,2005,5,0.0,186.48771,0.0,1.083,175.467,-4.516,1,b'The Real Twang Thang',0.3499126116745628,1,90.022,b'Tim Wilson',b'I Think My Wife Is Running Around On Me (Taco Hell)'
28,1997,8,0.0,168.25424,0.0,0.2,161.89,-9.616,1,"b""Willie Bobo's Finest Hour""",0.3796711247498673,4,127.025,b'Willie Bobo',b'Spanish Grease'
29,1961,8,0.0,156.39465,0.0,0.562,150.634,-18.051,1,b'Shake A Hand',0.2992303679293693,3,95.957,b'Faye Adams',b'Crazy Mixed Up World'
30,1972,6,0.0,342.56934,0.0,0.063,333.154,-11.939,1,b'Occasional Rain',0.4161730646266773,3,110.189,b'Terry Callier',b'Do You Finally Need A Friend'
31,0,4,0.0,484.62322,0.0,28.172,480.363,-15.335,0,b'The Emperor Falls',0.45278947675222264,4,138.007,b'John Wesley',b'The Emperor Falls'
32,1964,10,0.0,164.80608,0.0,0.0,156.177,-10.922,1,b'Best of The Shangri-Las',0.4182165181949368,1,130.1,b'The Shangri-Las',b'Twist and Shout'
33,1992,4,0.0,133.32853,0.0,0.0,130.009,-9.983,1,b'20 Of Her Best',0.3846110839616365,1,160.839,b'Billie Jo Spears',b'It Makes No Difference Now'
34,0,7,0.0,173.66159,0.0,0.0,164.908,-7.762,1,b'Who Is Mike Jones?',0.42631795640769016,1,41.993,"b""Mike Jones (Featuring CJ_ Mello & Lil' Bran)""",b'Laws Patrolling (Album Version)'
35,1997,9,0.0,313.12934,0.0,0.0,307.688,-9.512,1,b'Tibiri Tabara',0.39273367554668775,3,189.646,b'Sierra Maestra',b'\xc2\xbfD\xc3\xb3nde va Chichi?'
36,0,4,0.0,450.84689,0.0,0.467,426.104,-9.063,0,b'Piouhgd + Widowermaker!',0.48801984168567314,4,130.586,b'Butthole Surfers',"b'Barking Dogs (From ""Piouhgd"")'"
37,0,8,0.0,303.09832,0.0,0.067,294.818,-8.879,0,b'Profities',0.41168895978577885,4,128.292,b'Despina Vandi',b'OUTE ENA EFHARISTO'
38,0,3,0.0,128.83546,0.0,0.0,121.423,-17.699,1,b'Cracks',0.38265197113973687,3,90.932,b'Javier Navarrete',b'Midnight Swim'
39,0,1,0.0,456.30649,0.0,0.241,451.315,-19.478,1,b'Pieces Of Time',0.294861261887382,4,89.667,b'Jacob Young',b'In A Subtle Way'
40,2007,7,0.0,198.73914,0.0,0.0,193.016,-7.469,1,b'The Palest Grey',0.3931219335710068,4,115.061,"b""Scarlet's Remains""",b'Spin'
41,2003,2,0.0,95.68608,0.0,0.0,87.806,-2.022,1,b'A Match & Some Gasoline',0.4675384440100101,4,115.887,b'The Suicide Machines',b'Burning In The Aftermath'
42,0,9,0.0,271.49016,0.0,0.171,263.784,-10.358,0,"b""Jump Back - The Best Of The Rolling Stones_ '71-'93""",0.7357656929506414,1,139.333,b'The Rolling Stones',b'Angie (1993 Digital Remaster)'
43,0,0,0.0,226.66404,0.0,0.311,219.51,-12.716,1,b'Lo Mejor con La Orq. Broadway',0.3500785789894733,4,117.271,b'Roberto Torres',b'Sabor Guajiro'
44,1995,3,0.0,190.48444,0.0,0.258,177.029,-15.663,1,b'Grown Man',0.4427658420289504,4,102.428,b'Loudon Wainwright III',b'Human Cannonball'
45,2004,2,0.0,277.78567,0.0,0.24,267.453,-6.944,1,b'A Bothered Mind',0.4666288889016846,4,89.984,b'R.L. Burnside',b'Glory Be'
46,1992,1,0.0,248.78975,0.0,0.183,246.19,-7.805,1,b'Greatest Hits',0.544257505724526,4,116.721,b'Stevie Ray Vaughan',b'Crossfire'
47,2002,7,0.0,195.3171,0.0,0.0,187.617,-10.7,1,b'Bluesman',0.45281783769711387,4,123.142,b'John Hammond',"b""I Can't Be Satisfied"""
48,2006,0,0.0,175.72526,0.0,0.734,168.699,-10.93,1,b'Etiquette',0.3942171989010042,4,141.919,b'Casiotone For The Painfully Alone',b'Nashville Parthenon'
49,1995,10,0.0,217.23383,0.0,1.042,213.496,-9.493,0,b'Ec8or',0.3345773601190987,4,95.596,b'Ec8or',b'Cocain Ducks'
50,1974,11,0.0,344.05832,0.0,0.068,335.029,-9.253,1,b'Too Much Too Soon',0.4793084593382274,1,154.953,b'The New York Dolls',b'Human Being'
51,2009,7,0.0,251.42812,0.0,0.071,237.598,-12.009,1,b'Bossa Nova Stories',0.42791424698295477,5,86.091,b'Eliane Elias',b'The More I See You'
52,1997,7,0.0,269.7922,0.0,0.218,257.416,-11.043,1,b'Love_ Peace & Nappiness',0.41224060053560735,4,90.218,b'Lost Boyz',b'Certain Things We Do'
53,1977,11,0.0,206.05342,0.0,0.0,206.053,-11.506,0,b'Germicide',0.40439264015477133,1,133.144,b'The Germs',b'Forming'
54,0,2,0.0,190.04036,0.0,0.0,176.924,-14.179,1,b'Mafu\xc3\xa1',0.38347574490669173,4,205.317,b'Yamandu Costa',b'Mafu\xc3\xa1'
55,1986,9,0.0,241.162,0.0,0.549,230.342,-8.531,1,b'The Road To Hell Part 2',0.500691340913453,4,180.149,b'Chris Rea',b'Driving Home For Christmas'
56,1966,0,0.0,122.64444,0.0,0.99,109.627,-8.541,0,b'Vanguard Visionaries',0.3384148184832545,4,102.538,b'Perrey And Kingsley',b'Spooks In Space'
57,1985,0,0.0,207.0722,0.0,2.583,202.757,-6.629,1,b'Be Yourself Tonight',0.5236990777653908,4,84.164,b'Eurythmics',b'Tous Les Gar\xc3\xa7ons Et Les Filles'
58,1995,7,0.0,300.79955,0.0,0.0,298.347,-13.33,1,b'Hometown 2001',0.3835242473277272,4,124.175,b'Francis Dunnery',b'Too Much Saturn'
59,1997,7,0.0,228.46649,0.0,0.0,228.466,-12.412,1,b'Eat / Kiss: Music For The Films By Andy Warhol',0.48165586241245567,1,137.004,b'John Cale',b'Movement 4 [from Kiss] (Album Version)'
60,0,7,0.0,239.59465,0.0,0.311,236.507,-21.552,1,b'The Ultimate Most Relaxing New Age Piano in the Universe',0.3807045358244573,4,106.33,b'Suzanne Ciani',b'Stream'
61,0,11,0.0,228.93669,0.0,0.338,219.574,-8.686,0,b'Classic Gold: Best of All',0.3968558693253486,4,107.961,b'Vickie Winans',b'Make Me Over'
62,2000,1,0.0,165.61587,0.0,2.171,165.616,-6.222,1,b'The Berzerker',0.45755390983649336,3,174.287,b'The Berzerker',b'Deform (live)'
63,2003,0,0.0,187.92444,0.0,0.328,180.344,-5.907,1,b'Holy Roller Novocaine',0.7888059351620142,4,116.823,b'Kings Of Leon',b'Wicker Chair'
64,0,0,0.0,276.50567,0.0,0.299,261.956,-4.638,1,b'Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel)',0.30004649036641506,4,101.972,b'Edith Lefel',"b""An ti chans'"""
65,0,11,0.0,200.25424,0.0,0.0,194.844,-5.884,0,b'I Will Love Again',0.18931487775261457,4,127.97,b'Taras',"b""I Will Love Again (JJ's Club Radio)"""
66,1992,4,0.0,144.50893,0.0,0.237,140.057,-7.787,0,b'White Trash ......',0.5542914890128156,4,152.622,b'NOFX',b'Stickin In My Eye'
67,0,7,0.0,285.17832,0.0,0.0,275.853,-8.488,1,b'Murskapunkkia',0.26803783963074496,3,110.787,b'Murskahumppa',b'Ota kiinni'
68,1990,7,0.0,246.69995,0.0,0.322,224.049,-9.603,1,b'Canci\xc3\xb3n Animal',0.46682699252718746,4,112.903,b'Soda Stereo',b'Entre Can\xc3\xadbales'
69,1985,7,0.0,84.03546,0.0,0.328,75.79,-26.266,1,b'The Man from Snowy River',0.3004544598123077,4,115.642,b'Bruce Rowland',b'Rosemary Recalls'
70,2000,1,0.0,273.52771,0.0,2.177,268.893,-6.305,1,b'One World One People',0.26627528554651025,4,125.013,b'Xcultures',b'Sudanese Dance'
71,0,5,0.0,298.84036,0.0,19.093,289.46,-9.998,1,b'Tales Of Wonder',0.33750728916593725,4,113.277,b'White Heart',b'Where The Thunder Roars (Tales Of Wonder Album Version)'
72,1997,5,0.0,161.38404,0.0,0.165,161.384,-9.161,0,b'Waterbed Hev',0.36366811024462387,4,96.979,b'Heavy D / McGruff',b'Wanna Be A Player'
73,0,8,0.0,209.29261,0.0,0.0,206.623,-4.865,1,b'The Best Of Both Worlds',0.5799889824287546,1,140.995,b'Van Halen',b'Panama (Remastered Album Version)'
74,2004,11,0.0,229.61587,0.0,0.0,213.664,-4.882,0,b'Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness',1.0059419659547393,4,105.206,b'Black Eyed Peas',"b""Let's Get It Started"""
75,2000,0,0.0,426.89261,0.0,0.286,399.9,-12.951,0,b'Things Falling Apart',0.5984585009824434,4,63.017,b'Nine Inch Nails',b'Metal'
76,0,9,0.0,269.26975,0.0,3.889,262.798,-11.751,0,b'Your Funeral... My Trial (2009 Digital Remaster)',0.47940767557514763,4,144.603,b'Nick Cave & The Bad Seeds',b'She Fell Away (2009 Digital Remaster)'
77,0,2,0.0,249.41669,0.0,0.647,238.434,-6.693,1,b'Oasis of Love',0.13924739387110993,4,167.92,b'Nadine Renee',b'Next Time'
78,1963,9,0.0,136.48934,0.0,0.229,130.026,-9.091,1,"b""60's Triple set""",0.3891007762801808,1,129.122,b'Lesley Gore',"b""It's My Party"""
79,2001,0,0.0,233.27302,0.0,0.386,231.178,-2.658,1,b'Yeah.  Well_ Anyway....',0.3224851056611973,4,132.022,b'Smartbomb',b'Complicate It'
80,2005,1,0.0,187.24526,0.0,0.107,178.625,-4.42,1,b'Un Titre de Toune',0.3356518391847009,1,183.92,b'Suburbs',b'Monde De Fou'
81,0,9,0.0,72.61995,0.0,0.0,68.365,-11.051,0,b'Live Inferno',0.45339118607533013,4,89.867,b'Emperor',b'Opus a Satana (Part 2)'
82,0,2,0.0,272.63955,0.0,2.775,272.64,-9.97,1,b'Vendredi 13 - 1981',0.36438492446826576,5,119.896,b'Julien Clerc',b'This Melody (Live)'
83,0,1,0.0,142.75873,0.0,0.218,135.546,-11.335,0,b'Unconditional Love',0.4810242392118726,4,137.29,b'Glen Campbell',"b""I'm Gone This Time"""
84,2002,5,0.0,194.11546,0.0,0.089,182.729,-15.581,1,b'The Very Best Of',0.34328188178708335,1,82.343,b'T.G. Sheppard',b'You Feel Good All Over'
85,1990,3,0.0,195.91791,0.0,0.165,192.087,-11.98,1,b'Country Lovers. Vol. 3',0.38666909170602387,4,91.487,b'Slim Whitman',b'Indian Love Call'
86,1999,9,0.0,118.33424,0.0,0.0,118.334,-11.215,0,b'Affirmation',0.5380702951237828,5,84.69,b'Savage Garden',b'You Can Still Be Free'
87,2005,2,0.0,288.41751,0.0,0.113,279.179,-8.165,1,b'Lullabies To Paralyze',0.5524133455169445,4,115.606,b'Queens Of The Stone Age',b'I Never Came'
88,0,7,0.0,123.21914,0.0,1.001,118.079,-12.69,0,"b""It's War Again""",0.3475988886835368,1,126.523,b'Hank Penny & The Lincoln Penny Orchestra',b'Dixie'
89,1990,2,0.0,283.76771,0.0,0.0,271.83,-8.7,1,b'The Singles',0.39854753538058046,4,113.677,b'Inspiral Carpets',b'Commercial Reign'
90,0,2,0.0,239.3073,0.0,0.182,220.264,-5.758,1,b'What You Thought You Heard',0.4214151025424071,4,86.938,b'Borialis',b'Hourglass'
91,0,0,0.0,206.75873,0.0,0.096,193.115,-4.907,1,"b""Daddy Don't Disco""",0.40418220665370436,4,141.936,b'The Dirty Skirts',b'Wake'
92,0,11,0.0,134.81751,0.0,0.0,130.723,-8.133,1,b'15 Exitos Vol. 2 Flor Silvestre',0.3135693426838017,1,106.049,b'Flor Silvestre',b'Caricia Y Herida'
93,0,8,0.0,285.64853,0.0,0.397,274.727,-9.093,1,b'Le top du p\xc3\xa8re N\xc3\xb6el',0.1489854809922737,4,126.88,b'B\xc3\xa9zu',b'Le tortillard'
94,2001,1,0.0,124.18567,0.0,0.0,121.005,-10.296,0,b'Malpractice',0.49356684269655965,5,85.008,b'Redman',b'WKYA (drop)'
95,0,4,0.0,134.08608,0.0,4.441,130.38,-12.839,0,b'20 Suosikkia / Rilluttele y\xc3\xb6',0.3178109598122704,1,133.699,b'Solistiyhtye Suomi',b'Ter\xc3\xa4slintu'
96,0,11,0.0,155.61098,0.0,0.154,150.75,-13.71,1,b'The Fabulous Eddie Cantor',0.33109012633891616,1,118.975,b'Eddie Cantor',"b""Now's The Time To Fall In Love"""
97,0,9,0.0,275.40853,0.0,0.0,272.556,-2.119,1,b'Grim Prospects Remixes - Grim Prospects Will Never End',0.34919221761645924,4,102.408,b'Schizoid',b'Grim Prospects (Gross Prospects - Bad Trip Remix)'
98,1961,0,0.0,223.4771,0.0,0.291,220.026,-14.438,1,b'The Incredible Kai Winding Trombones',0.3163540008222974,4,112.006,b'Kai Winding',b'Mangos'
99,0,1,0.0,443.24526,0.0,0.23,430.736,-13.002,1,b'Staying on the Watch',0.317833879200262,4,45.527,b'Sonny Simmons',b'A Distant Voice'
100,2006,4,0.0,177.81506,0.0,0.554,167.48,-12.004,1,b'Openbare Weg',0.34575124701970267,4,85.621,b'Mira',b'Openbare Weg'
101,2000,8,0.0,385.33179,0.0,3.048,382.647,-8.37,0,b'Tip World Singles 2000',0.27756173775343046,4,108.061,b'Citizen Kaned',b'President Johnson'
102,1995,7,0.0,324.44036,0.0,0.0,312.239,-11.829,1,b'Praise Him...Live!',0.4320119468576032,5,216.195,b'The Brooklyn Tabernacle Choir',b'Lead Me Lord'
103,0,7,0.0,275.12118,0.0,0.34,272.933,-6.29,1,b'Spontanous Combustion',0.3251485709173023,4,132.428,b'Ellen McIlwaine',b'Spontanous Combustion'
104,0,5,0.0,294.66077,0.0,0.864,282.564,-15.761,0,b'From All Sides',0.4148926124367487,4,168.307,b'Vince Guaraldi / Bola Sete',b'Choro'
105,0,0,0.0,193.20118,0.0,0.497,190.003,-27.433,1,b'Maurice Chevalier  The Essential Collection Vol 1',0.3915853290262099,7,140.956,b'Maurice Chevalier',b'Ma Louise'
106,1991,1,0.0,357.82485,0.0,0.131,353.785,-5.701,1,b'Dave Pearce Best of the Dance Years 1988 - 1992',0.38418425849676846,5,130.016,b'Carl Cox Vs Yousef',b'I Want You (Forever)'
107,1997,11,0.0,198.3473,0.0,0.201,182.184,-8.709,0,b'The Equinox',0.4126716309926985,4,175.769,b'Organized Konfusion',b'Hate'
108,2005,7,0.0,261.95546,0.0,0.0,253.452,-13.627,1,b'Timeless',0.6282464191914875,3,100.194,b'Martina McBride',"b""I Can't Stop Loving You"""
109,1985,2,0.0,176.27383,0.0,0.183,166.911,-11.479,1,b'Feel Good All Over: Anthology 1970-1976',0.3742711738564048,4,151.911,b'Horace Andy',b'Thank You Lord'
110,0,9,0.0,220.89098,0.0,0.0,213.107,-6.302,1,b'13th And Pine',0.3841464443048954,4,119.691,b'Nazz',b'How Can You Call That Beautiful (Stewkey Vocal)'
111,0,10,0.0,235.91138,0.0,0.322,219.725,-10.466,1,b'Call Tyrone',0.3932151037866921,4,161.976,b'Tyrone Davis',"b""Cheatin' In The Next Room"""
112,1971,0,0.0,239.59465,0.0,0.31,231.3,-9.275,1,b'Final Vinyl',0.40517835890761195,1,172.398,b'Hot Tuna',b'Candy Man'
113,0,2,0.0,171.49342,0.0,0.085,165.216,-37.398,1,b'Fifteen Poems By Dylan Thomas',0.28404740990087485,3,109.823,b'Richard Burton',b'I See The Boys Of Summer'
114,0,1,0.0,266.05669,0.0,0.23,256.064,-13.836,1,b'The Early Tapes 1975-1976',0.34318504527257115,1,90.101,b'Rory Block',b'Three Is a Crowd'
115,1994,8,0.0,329.27302,0.0,0.45,322.101,-7.103,1,b'Legacy',0.6011849417940898,4,116.473,b'Boyz II Men',b'On Bended Knee'
116,0,9,0.0,198.922,0.0,0.228,190.705,-13.495,0,b'Louie Bluie Film Soundtrack',0.0,4,126.821,b'Howard Armstrong',b'My Four Reasons'
117,1971,2,0.0,283.21914,0.0,0.258,277.467,-15.144,1,b'Donny Hathaway',0.4224724232432197,3,111.191,b'Donny Hathaway',b'Little Girl (LP Version)'
118,0,5,0.0,238.68036,0.0,0.386,230.742,-12.991,1,b'Canciones De Amor De Miguel Gallardo',0.33510142487208283,4,125.508,b'Miguel Gallardo',b'Eternamente Amame'
119,1999,4,0.0,254.06649,0.0,0.43,249.562,-6.01,0,b'Irfan_ le h\xc3\xa9ros',0.4379647331417924,1,137.888,b'Les Ogres De Barback',b'Niev nietch nievitch'
120,0,6,0.0,184.31955,0.0,0.798,178.503,-5.58,0,b'What up Detroit',0.28128421554929817,4,150.012,b'DJ X-Change featuring DJ Joey A',b'Come Over'
121,0,10,0.0,311.40526,0.0,0.0,300.118,-4.313,1,b'Peterbilt Angel',0.3340657898380008,4,108.367,b'Morel',b'Blue Taxi'
122,0,2,0.0,162.53342,0.0,0.524,151.551,-17.285,1,b'Homemade Ice-Cream',0.4035096733630853,4,173.482,b'Tony Joe White',b'I Want Love (Tween You & Me) (Album Version)'
123,2009,4,0.0,212.37506,0.0,0.868,209.438,-5.931,0,b'White Feather',0.5669715662185826,4,110.745,b'Wolfmother',b'White Feather'
124,1995,2,0.0,338.33751,0.0,0.0,328.986,-14.248,0,b'Can We Go Home Now',0.37225120793006455,4,130.027,b'The Roches',b'Christlike Roche'
125,0,11,0.0,126.51057,0.0,0.0,121.702,-12.651,1,b'In North Carolina',0.3268488180257514,4,110.168,b'Bob Margolin',b'You Rascal You'
126,0,9,0.0,205.58322,0.0,0.612,182.323,-16.056,0,b'Wintertime',0.0,3,97.976,b'Thomas Battenstein',b'Sympathy'
127,2007,0,0.0,193.4624,0.0,2.717,184.274,-5.913,0,b'Electropop',0.3631778606591337,4,119.979,b'Jupiter Rising',b'They Say (Album)'
128,0,6,0.0,127.4771,0.0,2.148,118.195,-5.541,1,b'DUMB: 4-track cassette recordings (1987)',0.3458094431841164,1,156.968,b'Dharma Bums',"b""Simon's Folly"""
129,1999,5,0.0,234.762,0.0,0.101,227.84,-6.019,1,b'The Hit List',0.3189020778687955,4,188.886,b'Saafir',b'Crawl Before You Ball (Album Version)'
130,2001,9,0.0,292.8322,0.0,3.344,273.589,-4.953,1,b'Underneath',0.4983953383497739,4,133.306,b'The Verve Pipe',b'Medicate Myself'
131,1990,4,0.0,241.10975,0.0,2.659,230.429,-18.114,1,b'99 Monkeys',0.30150246185842855,3,152.267,b'Bob Neuwirth',b'Biding Her Time'
132,0,1,0.0,270.68036,0.0,0.334,267.906,-11.061,1,b'Nothing Else Matters',0.4596654567282773,4,166.275,b'Marvin Sapp',b'More And More  (LP Version)'
133,0,2,0.0,188.73424,0.0,0.0,178.463,-7.04,1,b'A Tribute to The American Horse',0.4315269192148132,4,114.971,b'James Hunter',b'Cowboy Ways'
134,0,9,0.0,211.80036,0.0,0.175,202.443,-15.358,0,b'Mis Momentos',0.32188268994567615,4,144.651,b'Nelson Ned',b'Brasas Vivas'
135,0,2,0.0,254.32771,0.0,0.0,249.858,-11.213,1,b'Mish Mash_ Le Blues European: Musique Slave Et Klezmer',0.351210536532264,1,152.005,b'Mish Mash',b'Kolomeyke'
136,2009,1,0.0,210.36363,0.0,0.364,201.497,-5.904,0,b'In this Life',0.27345372725278577,1,155.074,b'Cama',b'In This Life'
137,1991,10,0.0,301.81832,0.0,2.566,289.332,-8.095,0,b'Best Of Maxi Priest',0.44689072654931333,1,61.971,b'Maxi Priest',"b""Groovin' In The Midnight"""
138,1997,6,0.0,416.80934,0.0,0.0,396.533,-7.982,0,b'Signify (Special Edition)',0.5079658021593736,5,124.04,b'Porcupine Tree',b'Waiting'
139,0,7,0.0,413.36118,0.0,0.0,408.503,-8.804,0,b'Bravo Alayki Rare recording',0.4249318351787764,4,191.196,b'Ragheb Alama',"b""A'chek Ouyounik (2009 Digital Remaster)"""
140,2005,7,0.0,117.002,0.0,0.0,114.712,-5.699,1,b'In Your Honor',0.5507620846559074,4,152.127,b'Foo Fighters',b'Hell'
141,0,10,0.0,217.36444,0.0,0.224,212.161,-5.152,0,b'Essential R&B Hit Selection',0.6822631767638205,4,100.023,b'Shakira Featuring Wyclef Jean',"b""Hips Don't Lie (featuring Wyclef Jean)"""
142,0,10,0.0,122.72281,0.0,4.418,117.034,-9.965,1,b'20 Suosikkia / Rautalankaklassikot / Kolme kitaraa',0.42251494013072466,4,192.688,b'The Avengers',b'Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa)'
143,1988,11,0.0,203.98975,0.0,0.161,182.921,-11.976,0,b'Talk To Your Daughter',0.3838774936335668,4,154.322,b'Robben Ford',b'I Got Over It (Album Version)'
144,0,5,0.0,192.44363,0.0,0.485,178.66,-10.229,1,b'American Songbook - Bacharach',0.3394084863551408,4,236.006,b'Brazilian Tropical Orchestra',b'One Less Bell To Answer'
145,0,11,0.0,285.36118,0.0,0.0,274.715,-6.284,1,b'Nha Vit\xc3\xb3ria',0.3828699558929602,5,150.666,b'Gil Semedo',b'Festa'
146,1984,11,0.0,225.12281,0.0,0.0,203.593,-3.818,0,b'Gira Me Ver\xc3\xa1s Volver',0.46682699252718746,1,175.421,b'Soda Stereo',b'Te Hacen Falta Vitaminas'
147,0,9,0.0,123.66322,0.0,0.0,119.705,-4.633,0,b'Scarcity',0.32138373011129995,4,104.153,b'Xmilk',b'Sense And Trick'
148,0,11,0.0,525.16526,0.0,0.148,513.724,-5.602,0,b'Fire',0.33708930033210055,4,127.278,b'Dolce; Oscar G.',b'Fire (Oscar G Space Vocal Mix)'
149,0,6,0.0,204.06812,0.0,0.415,193.562,-5.157,1,b'Hanging On (Premiere Performance Plus Track)',0.544446276903691,4,160.165,b'Britt Nicole',b'Hanging On (Medium Key Performance Track Without Background Vocals)'
150,0,5,0.0,166.00771,0.0,0.0,162.366,-1.925,1,b'Grim Prospects Remixes - Prospects Are Getting Grimmer',0.34919221761645924,3,86.091,b'Schizoid',b'Grim Prospects (Version 2 Remix)'
151,2001,0,0.0,219.01016,0.0,0.235,203.233,-5.21,1,b'Snowflakes',0.555968803751809,4,149.94,b'Toni Braxton Featuring Shaggy',b'Christmas In Jamaica'
152,2001,0,0.0,127.9473,0.0,0.165,123.222,-12.717,1,b'The Out Sound From Way In!',0.35032760522744555,4,135.78,b'Perrey And Kingsley',b'Gossippo Perpetuo'
153,0,7,0.0,570.90567,0.0,0.15,538.372,-12.28,1,b'El Fuego De Dentro',0.30660364129709755,4,122.967,b'Sven Tasnadi',b'2190 Dias Contigo'
154,0,9,0.0,230.00771,0.0,0.0,226.708,-9.748,1,b'No Control',0.36223874670184913,4,142.024,b'Eddie',b'No Control'
155,2010,2,0.0,240.74404,0.0,0.0,240.744,-4.878,0,b'Pentagrammaton',0.39570954770762196,7,135.535,b'Enthroned',b'The Vitalized Shell'
156,1989,2,0.0,192.20853,0.0,0.357,183.229,-23.988,1,b'Pianissimo',0.3807045358244573,3,139.189,b'Suzanne Ciani',b'Mozart'
157,0,8,0.0,152.0322,0.0,0.479,143.871,-9.414,1,b'Milan Milan',0.0,5,128.598,b'Milan Band',b'Ciao Milan'
